mass_1	mass_2	a_1	a_2	tilt_1	tilt_2	phi_jl	phi_12	psi	theta_jn	ra	dec	luminosity_distance	geocent_time	redshift	mass_1_source	mass_2_source	log_likelihood	comoving_distance	comoving_volume	mass_ratio	inverted_mass_ratio	total_mass	chirp_mass	symmetric_mass_ratio	total_mass_source	chirp_mass_source	iota	spin_1x	spin_1y	spin_1z	spin_2x	spin_2y	spin_2z	phi_1	phi_2	chi_p	chi_p_2spin	chi_eff	final_spin_non_evolved	peak_luminosity_non_evolved	final_mass_non_evolved	cos_tilt_1	cos_tilt_2	final_mass_source_non_evolved	radiated_energy_non_evolved	cos_theta_jn	viewing_angle	cos_iota
1.872529755600845647e+01	1.648609428991750647e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.265546095372620528e-01	3.949573994902617624e-01	9.156185390780902100e-01	7.552285911134367646e-01	6.295520364410689407e-02	7.336903535076269023e-01	5.340042893939971336e-01	9.760175623380600296e-01	4.419603098313942837e+02	1.126259462400000095e+09	1.000000000000000056e-01	1.702299777818950588e+01	1.498735844537955053e+01	1.320282725671049207e-01	4.321244883487780726e+02	3.379988668472575545e+08	8.804182812372747247e-01	1.135823757083592067e+00	3.521139184592595939e+01	1.528942897265330458e+01	2.489889778699905520e-01	3.201035622356905463e+01	1.389948088423027528e+01	7.336903535076270133e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.842330371931103494e-01	3.675562685171635202e+00	3.352114238136473290e+01	9.920026478010399718e-01	9.230129565505783562e-01	3.047376580124066336e+01	1.536590422328391270e+00	7.427083490831910551e-01	7.336903535076269023e-01	7.427083490831910551e-01
6.398908533181668901e+01	4.653585805834799771e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.978694715965045869e-02	3.030326953675299695e-01	3.644016966275251956e-01	6.089637720006882970e-01	1.877875901197786357e-01	2.596144484169917721e-01	6.215893397162933764e-01	1.318420859627206232e-01	1.353617478028911023e+02	1.126259462400000095e+09	1.000000000000000056e-01	5.817189575619698871e+01	4.230532550758908883e+01	7.389790561462793450e-01	4.321244883487780726e+02	3.379988668472575545e+08	7.272468080616463215e-01	1.375049005254944001e+00	1.105249433901646796e+02	4.738535262734048814e+01	2.437659411966024148e-01	1.004772212637860633e+02	4.307759329758226130e+01	2.596144484169916056e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.724035297471261385e-01	3.495177024393490761e+00	1.054301625489139838e+02	9.998042447480705031e-01	9.544358745109602360e-01	9.584560231719451906e+01	4.631618946591544272e+00	9.664890241188548448e-01	2.596144484169917721e-01	9.664890241188548448e-01
5.236721307110985180e+01	2.991080743099569261e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.018499414738639031e-01	2.974604657186008527e-01	4.147528907570791068e-01	2.242174793567668356e-01	7.244871907367486097e-01	8.018428315374361848e-01	8.589045669217407752e-01	2.572775093089620935e-01	4.787805209774967921e+02	1.126259462400000095e+09	1.000000000000000056e-01	4.760655733737258544e+01	2.719164311908699005e+01	5.625811723559758226e-01	4.321244883487780726e+02	3.379988668472575545e+08	5.711743221923910596e-01	1.750778984884348022e+00	8.227802050210554796e+01	3.418816507491062140e+01	2.313768634109503730e-01	7.479820045645958260e+01	3.108015006810056136e+01	8.018428315374361848e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.442000334427114838e-01	3.090095361292306109e+00	7.883948470966026889e+01	6.953784511564317095e-01	9.560838914217917317e-01	7.167225882696386918e+01	3.125941629495713414e+00	6.953835606500851085e-01	8.018428315374361848e-01	6.953835606500851085e-01
3.388392893558049224e+01	3.124982439126002731e+01	0.000000000000000000e+00	0.000000000000000000e+00	7.246927394558362323e-01	7.572003887897885699e-01	5.494408603748126563e-01	3.847535761513335428e-01	3.962494187975977855e-01	5.869363626828971725e-02	6.057423402984259964e-01	6.776561516259685947e-01	2.564542890911593531e+02	1.126259462400000095e+09	1.000000000000000056e-01	3.080357175961862737e+01	2.840893126478184172e+01	8.362043318606388054e-01	4.321244883487780726e+02	3.379988668472575545e+08	9.222609470900385853e-01	1.084291819094419296e+00	6.513375332684051955e+01	2.832328256118616494e+01	2.495911219340623821e-01	5.921250302440046909e+01	2.574843869198742041e+01	5.869363626829048747e-02	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.855956024582932073e-01	3.696722162697451353e+00	6.199259070964212981e+01	7.487031419873696469e-01	7.267618798558117543e-01	5.635690064512920117e+01	2.855602379271267921e+00	9.982780229586842857e-01	5.869363626828971725e-02	9.982780229586842857e-01
3.780488473542432359e+01	3.010826650791964454e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.322474692778667915e-01	2.855199579968736856e-02	6.183324604773100530e-01	5.945679401890847648e-01	7.261163148982475724e-01	5.972665981675548963e-01	5.457030130470067464e-01	5.765213825515124180e-01	4.155007489764103639e+02	1.126259462400000095e+09	1.000000000000000056e-01	3.436807703220392796e+01	2.737115137083603855e+01	4.656639881449650131e-01	4.321244883487780726e+02	3.379988668472575545e+08	7.964120699912433654e-01	1.255631396961368385e+00	6.791315124334397524e+01	2.933252337202686988e+01	2.467890604224099727e-01	6.173922840303997361e+01	2.666593033820624470e+01	5.972665981675547853e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.792531525335364639e-01	3.598894420994559695e+00	6.470812545271964211e+01	9.912680409600730380e-01	9.995924194579199895e-01	5.882556859338149025e+01	2.913659809658483368e+00	8.268759245195727026e-01	5.972665981675548963e-01	8.268759245195727026e-01
4.399202886060995610e+01	2.390480693381526578e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.152771726350869219e-01	1.996873895717738989e-01	2.165142479398790565e-01	8.602094595521997400e-01	9.966009942871510985e-01	2.001514767213901091e-01	6.034786592753244028e-01	2.699870012073343206e-01	1.588213989777743222e+02	1.126259462400000095e+09	1.000000000000000056e-01	3.999275350964541076e+01	2.173164266710478643e+01	8.336545257236992468e-01	4.321244883487780726e+02	3.379988668472575545e+08	5.433895083483953892e-01	1.840300529613552616e+00	6.789683579442521477e+01	2.797342426407955784e+01	2.281183184349679371e-01	6.172439617675019008e+01	2.543038569461777954e+01	2.001514767213899426e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.367319643731145229e-01	2.988881561456217639e+00	6.513283856814828710e+01	6.856666614917297231e-01	9.801286360561654032e-01	5.921167142558934415e+01	2.512724751160845926e+00	9.800364728185767538e-01	2.001514767213901091e-01	9.800364728185767538e-01
5.882690981379165862e+01	5.792927790409907374e+01	0.000000000000000000e+00	0.000000000000000000e+00	6.857310586617082482e-02	4.890948639952278354e-01	5.955205191909321849e-01	5.657538946323903417e-02	6.672018335407873257e-01	7.855545468465288117e-01	9.352481913503573052e-01	7.152811570540740238e-01	4.843385547298486813e+02	1.126259462400000095e+09	1.000000000000000056e-01	5.347900892162877540e+01	5.266297991281733459e+01	9.751941867605355974e-01	4.321244883487780726e+02	3.379988668472575545e+08	9.847411344139287426e-01	1.015495306383390473e+00	1.167561877178907253e+02	5.081928015169816604e+01	2.499852233236198873e-01	1.061419888344461100e+02	4.619934559245287176e+01	7.855545468465288117e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.864873071063636312e-01	3.710611447584190259e+00	1.111083429140324768e+02	9.976497857378349154e-01	8.827584775531979178e-01	1.010075844673022374e+02	5.134404367143872605e+00	7.069961927432630855e-01	7.855545468465288117e-01	7.069961927432630855e-01
3.449941857462583528e+01	2.392893022055818264e+01	0.000000000000000000e+00	0.000000000000000000e+00	5.694056507709359671e-01	2.835589016344135516e-01	2.186427710804461633e-02	6.556791099232829323e-01	1.941296924103864674e-01	8.539427798769341216e-01	1.036259202626376164e-01	3.428364413802436061e-01	5.822136124562149462e+02	1.126259462400000095e+09	1.000000000000000056e-01	3.136310779511439151e+01	2.175357292778016571e+01	3.887122837114898033e-01	4.321244883487780726e+02	3.379988668472575545e+08	6.936038695492046102e-01	1.441745128454851477e+00	5.842834879518402147e+01	2.492965755300085107e+01	2.418175589249309254e-01	5.311668072289455722e+01	2.266332504818258897e+01	8.539427798769342326e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.679838972599663194e-01	3.429342062540782887e+00	5.577575188260628636e+01	8.422215563343501410e-01	9.600658315652395025e-01	5.070522898418752789e+01	2.411451738707029335e+00	6.570158904146073953e-01	8.539427798769341216e-01	6.570158904146073953e-01
1.444571440483225544e+01	7.481106833041833326e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.172969281511390127e-01	5.112323314637325922e-01	9.447976258865380395e-01	4.959754106181353261e-01	4.731913437615048457e-01	5.765262645489623861e-01	3.033182741988407205e-01	8.830424882392529096e-01	3.246072744043030980e+02	1.126259462400000095e+09	1.000000000000000056e-01	1.313246764075659456e+01	6.801006211856211792e+00	2.435984880705515110e-01	4.321244883487780726e+02	3.379988668472575545e+08	5.178772488080837233e-01	1.930959512706036163e+00	2.192682123787408699e+01	8.954220679882878287e+00	2.247778584844411232e-01	1.993347385261280635e+01	8.140200618075343897e+00	5.765262645489624971e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.290488266564285835e-01	2.887411566722652978e+00	2.105809601979150614e+01	8.154460611962769390e-01	8.721422489241664744e-01	1.914372365435591306e+01	7.897501982568932988e-01	8.383612895392903441e-01	5.765262645489623861e-01	8.383612895392903441e-01
6.353045221707679957e+01	6.177055556247039902e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.781735673167487821e-01	8.296084506570304828e-01	7.211175618082444894e-01	3.237903751723525403e-01	7.638009188434302654e-02	7.293375625532979578e-01	1.757167334178699747e-01	6.951144103956600206e-01	4.147120658795689110e+02	1.126259462400000095e+09	1.000000000000000056e-01	5.775495656097890418e+01	5.615505051133672509e+01	6.172667952527466362e-02	4.321244883487780726e+02	3.379988668472575545e+08	9.722983767124304677e-01	1.028490866539585546e+00	1.253010077795472057e+02	5.453397562093640261e+01	2.499506820277181685e-01	1.139100070723156364e+02	4.957634147357854459e+01	7.293375625532979578e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.864091556365456981e-01	3.709392832301699805e+00	1.192414365862713765e+02	6.385577833725561980e-01	6.751646448744985651e-01	1.084013059875194216e+02	5.508701084796214786e+00	7.456159982308907530e-01	7.293375625532979578e-01	7.456159982308907530e-01
1.279075269853282038e+01	1.032055526035775017e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.723433586645383597e-01	6.202462255757149601e-01	2.738424071045937325e-01	3.475493912909026761e-01	6.303232448152251699e-02	8.894961125728262363e-02	5.090033575949123312e-01	2.518590985942397165e-01	1.789214492572625659e+02	1.126259462400000095e+09	1.000000000000000056e-01	1.162795699866619969e+01	9.382322963961589934e+00	1.166009073232925353e-01	4.321244883487780726e+02	3.379988668472575545e+08	8.068763038113919706e-01	1.239347338961822809e+00	2.311130795889057055e+01	9.990669549951771700e+00	2.471440257105058103e-01	2.101027996262779141e+01	9.082426863592518274e+00	8.894961125728202689e-02	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.800568965181271741e-01	3.611197294455482876e+00	2.201761120645679881e+01	8.905045662190885780e-01	8.137353662755472117e-01	2.001601018768799634e+01	9.942697749397950702e-01	9.960465909854268052e-01	8.894961125728262363e-02	9.960465909854268052e-01
5.638123997538095722e+01	4.099497917902463939e+01	0.000000000000000000e+00	0.000000000000000000e+00	7.855469782356815367e-01	3.281719145649006908e-01	9.777385757653551668e-01	9.000837863343492673e-01	5.167752926994536589e-01	3.910791448184750552e-01	3.748557321477308246e-01	9.844090066992953192e-01	5.158939225011512235e+02	1.126259462400000095e+09	1.000000000000000056e-01	5.125567270489177218e+01	3.726816289002239557e+01	8.718770194203769863e-01	4.321244883487780726e+02	3.379988668472575545e+08	7.271031853312418525e-01	1.375320614974938183e+00	9.737621915440558951e+01	4.174731936484292305e+01	2.437583362122085207e-01	8.852383559491416065e+01	3.795210851349356318e+01	3.910791448184751662e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.723862874398353062e-01	3.494918513748014099e+00	9.288781103918103099e+01	7.070015453759375124e-01	9.466331407517056817e-01	8.444346458107365549e+01	4.080371013840505157e+00	9.244982430257131512e-01	3.910791448184750552e-01	9.244982430257131512e-01
6.090328426602769696e+01	4.440099378466884161e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.813459211315372244e-02	3.898119198547612685e-01	3.115584109903380972e-01	3.610476104044649803e-01	1.530474317434595832e-01	7.472672852921270481e-01	9.954054432226816518e-01	4.477434381204625780e-03	3.574837174622306861e+02	1.126259462400000095e+09	1.000000000000000056e-01	5.536662206002517195e+01	4.036453980424440147e+01	1.985770449942070304e-01	4.321244883487780726e+02	3.379988668472575545e+08	7.290410413783883214e-01	1.371664890236238499e+00	1.053042780506965386e+02	4.515759863099934535e+01	2.438604515116392368e-01	9.573116186426956631e+01	4.105236239181758151e+01	7.472672852921270481e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.726178018525835745e-01	3.498390651262425877e+00	1.004465689677242608e+02	9.996042484692807539e-01	9.249805493902941711e-01	9.131506269793113972e+01	4.416099166338426585e+00	7.335488587947677219e-01	7.472672852921270481e-01	7.335488587947677219e-01
5.510305286582273965e+01	5.383886490721339868e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.267306700441265921e-01	4.423047435881710676e-01	9.481180470934413851e-02	1.268916879718121615e-01	4.750148887503837791e-01	7.300419526838679563e-01	6.242510047855668320e-01	1.043568292744330162e-01	3.856678841241806595e+02	1.126259462400000095e+09	1.000000000000000056e-01	5.009368442347521722e+01	4.894442264292126765e+01	3.472162322817949898e-01	4.321244883487780726e+02	3.379988668472575545e+08	9.770577510163063195e-01	1.023480954897322937e+00	1.089419177730361383e+02	4.741589256187550205e+01	2.499663354142260263e-01	9.903810706639647776e+01	4.310535687443227459e+01	7.300419526838680673e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.864445722938712358e-01	3.709945052598764725e+00	1.036728389350185893e+02	6.772846902027058746e-01	9.037675798896586121e-01	9.424803539547143316e+01	4.790071670925044600e+00	7.451464247181363021e-01	7.300419526838679563e-01	7.451464247181363021e-01
2.698524295026069808e+01	1.754183935968932317e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.643260135245972586e-01	7.901235478796053702e-01	1.253069921659043517e-01	4.208711853124079694e-01	6.809753419387428730e-01	1.439976096859860721e-01	1.780615437022803338e-02	1.874257038899129757e-02	2.140223188605811231e+02	1.126259462400000095e+09	1.000000000000000056e-01	2.453203904569154048e+01	1.594712669062665533e+01	8.929512919152062800e-01	4.321244883487780726e+02	3.379988668472575545e+08	6.500530453634421058e-01	1.538335997550636769e+00	4.452708230995001770e+01	1.885367556868439110e+01	2.387552803127974410e-01	4.047916573631819404e+01	1.713970506244035263e+01	1.439976096859862109e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.610273909874518905e-01	3.327474230719610127e+00	4.255369058190490250e+01	9.343641279768610808e-01	7.037575476401063401e-01	3.868517325627718151e+01	1.793992480041012527e+00	9.896502465391617820e-01	1.439976096859860721e-01	9.896502465391617820e-01
1.038746485872822767e+01	7.042335608814179082e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.488620255849005147e-01	6.445340194063456929e-01	4.622702900065426279e-01	5.900513332818647649e-01	4.809490706767061141e-03	5.426818634999320823e-01	2.564452562710458627e-01	3.703266965938560862e-01	2.253647453904366103e+02	1.126259462400000095e+09	1.000000000000000056e-01	9.443149871571115739e+00	6.402123280740162237e+00	6.170338984076519928e-01	4.321244883487780726e+02	3.379988668472575545e+08	6.779648070623072176e-01	1.475002816640446524e+00	1.742980046754240675e+01	7.417837039545030819e+00	2.407916676962696401e-01	1.584527315231127709e+01	6.743488217768208948e+00	5.426818634999320823e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.656548893122664623e-01	3.394996698265548396e+00	1.664484636160145214e+01	9.009414988620847442e-01	7.993798269806690060e-01	1.513167851054677371e+01	7.135946417645033790e-01	8.563267559800619155e-01	5.426818634999320823e-01	8.563267559800619155e-01
4.165951174290951542e+01	2.397318029666956818e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.309471162827238633e-02	3.638376425969946926e-02	8.082631215533228053e-01	9.783974538943208676e-01	6.589066706050198396e-01	3.888157941431460429e-01	6.372264871334440972e-01	1.901491811828981415e-01	1.646068940740011612e+02	1.126259462400000095e+09	1.000000000000000056e-01	3.787228340264501014e+01	2.179380026969960582e+01	9.917142919300530046e-01	4.321244883487780726e+02	3.379988668472575545e+08	5.754551432242799303e-01	1.737754908917820584e+00	6.563269203957908360e+01	2.730485362715584330e+01	2.318458845989572747e-01	5.966608367234461952e+01	2.482259420650531112e+01	3.888157941431459319e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.452729451799729121e-01	3.104845822285771106e+00	6.287945365402369902e+01	9.990715666151758212e-01	9.993381838621334667e-01	5.716313968547608226e+01	2.502943986868537252e+00	9.253586325799488810e-01	3.888157941431460429e-01	9.253586325799488810e-01
3.445377851541717718e+01	2.125156341550872696e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.917930032422090925e-02	2.875956419635883332e-01	4.033298670774149164e-01	3.926699629952367099e-01	2.195095445903737508e-01	3.927720244883888823e-01	7.121528016666713867e-01	7.923873890072657966e-01	3.664776187681889041e+02	1.126259462400000095e+09	1.000000000000000056e-01	3.132161683219743153e+01	1.931960310500793199e+01	5.972042697433410652e-02	4.321244883487780726e+02	3.379988668472575545e+08	6.168137235223475345e-01	1.621235004774937316e+00	5.570534193092590414e+01	2.342056009439888697e+01	2.359576456313584314e-01	5.064121993720536352e+01	2.129141826763535050e+01	3.927720244883889378e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.546591620730404237e-01	3.236127054444053464e+00	5.329061423022072574e+01	9.987909419252976040e-01	9.589286366080534973e-01	4.844601293656429419e+01	2.195207000641069328e+00	9.238516160563762236e-01	3.927720244883888823e-01	9.238516160563762236e-01
3.227356242164276523e+01	1.688776704820643104e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.389195794668136141e-02	4.492584957362113496e-01	2.102223637777982379e-01	6.194502081707577990e-01	5.372695191789771396e-01	9.257013782533897173e-01	3.233794308402644369e-01	7.477258733056237894e-01	4.270435668165283687e+02	1.126259462400000095e+09	1.000000000000000056e-01	2.933960220149342035e+01	1.535251549836948115e+01	6.713813344744467004e-01	4.321244883487780726e+02	3.379988668472575545e+08	5.232693815319697794e-01	1.911061558909316282e+00	4.916132946984919272e+01	2.011531129046174016e+01	2.255131638642388359e-01	4.469211769986289795e+01	1.828664662769249105e+01	9.257013782533897173e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.307425596577646010e-01	2.909549131961091994e+00	4.720188969169231541e+01	9.964831330235838225e-01	9.007693835755041789e-01	4.291080881062937635e+01	1.781308889233521597e+00	6.012743091613470536e-01	9.257013782533897173e-01	6.012743091613470536e-01
1.217573298290224670e+01	8.209661960057093921e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.052801997056268979e-01	8.498071223523164797e-01	8.534508900776195395e-01	9.529887965540885242e-01	9.889295771483190833e-01	8.871244950540243535e-01	6.412838943676136827e-01	4.716447535672445568e-01	3.704804578201257073e+02	1.126259462400000095e+09	1.000000000000000056e-01	1.106884816627476908e+01	7.463329054597357626e+00	8.486492574393689203e-02	4.321244883487780726e+02	3.379988668472575545e+08	6.742642904197635456e-01	1.483097969458607279e+00	2.038539494295934063e+01	8.670185877029487287e+00	2.405371332805759099e-01	1.853217722087212493e+01	7.881987160935897130e+00	8.871244950540243535e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.650768156540373122e-01	3.386509360540895575e+00	1.946916937753521637e+01	9.189919571463259773e-01	6.601280388051017356e-01	1.769924488866837820e+01	8.329323322037467392e-01	6.316438949938797398e-01	8.871244950540243535e-01	6.316438949938797398e-01
3.927478065874112190e+01	3.506611354104312994e+01	0.000000000000000000e+00	0.000000000000000000e+00	9.991351562562921229e-01	6.246320672213098169e-01	2.979003118352006041e-01	8.741994381781306167e-01	6.797119363365619060e-01	2.557154163170121119e-01	8.837857589103718103e-01	9.777702007201591883e-01	4.437314151262993391e+02	1.126259462400000095e+09	1.000000000000000056e-01	3.570434605340101797e+01	3.187828503731193308e+01	1.411851568181393679e-01	4.321244883487780726e+02	3.379988668472575545e+08	8.928404679260431021e-01	1.120020917424223716e+00	7.434089419978425894e+01	3.229648703347691452e+01	2.491987397448351682e-01	6.758263109071295105e+01	2.936044275770628431e+01	2.557154163170120564e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.847077182122959238e-01	3.682925273312497083e+00	7.076653477176684248e+01	5.410298446333308142e-01	8.111783410739229483e-01	6.433321342887894900e+01	3.249417661834002047e+00	9.674825875877924863e-01	2.557154163170121119e-01	9.674825875877924863e-01
6.695044427002426346e+01	4.896756738840699086e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.286257786607303943e-01	8.183116635924920779e-01	1.984259351313641950e-01	5.576523337727000706e-01	1.668681119878058228e-01	7.495614009778854836e-01	2.674320684596954711e-01	8.742526707946247644e-01	5.290145136068676948e+02	1.126259462400000095e+09	1.000000000000000056e-01	6.086404024547659475e+01	4.451597035309725925e+01	8.372805091156225732e-01	4.321244883487780726e+02	3.379988668472575545e+08	7.314001859481498169e-01	1.367240560246304915e+00	1.159180116584312543e+02	4.972410915303643009e+01	2.439833256741248957e-01	1.053800105985738611e+02	4.520373559366947802e+01	7.495614009778855946e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.728963655603562577e-01	3.502571519126350452e+00	1.105655604863293320e+02	6.758892035431487422e-01	6.834546544960280468e-01	1.005141458966630239e+02	4.865864701910837198e+00	7.319877645806528443e-01	7.495614009778854836e-01	7.319877645806528443e-01
4.733624580659782310e+01	3.566700324723333893e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.148315666602548024e-01	6.907129559750944114e-01	9.439844170543600921e-01	1.586684510374402057e-01	1.322609547231975435e-01	2.622339364350375623e-01	7.940916025433855108e-01	5.079773716729429900e-01	4.428487036724315544e+02	1.126259462400000095e+09	1.000000000000000056e-01	4.303295073327074505e+01	3.242454840657575943e+01	4.416242333368044504e-01	4.321244883487780726e+02	3.379988668472575545e+08	7.534818750299373535e-01	1.327171937560233994e+00	8.300324905383115492e+01	3.569909784436718070e+01	2.450587689930148749e-01	7.545749913984650448e+01	3.245372531306107078e+01	2.622339364350375068e-01	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	-0.000000000000000000e+00	-0.000000000000000000e+00	0.000000000000000000e+00	3.141592653589793116e+00	3.141592653589793116e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.753337992901352616e-01	3.539298524103928756e+00	7.913837100094963262e+01	6.859909569801768692e-01	7.707919960335526399e-01	7.194397363722693228e+01	3.513525502619572194e+00	9.658132656305157271e-01	2.622339364350375623e-01	9.658132656305157271e-01
